iata,timezone,gmt_offset,offset_hours,name,city_code,country_id,latitude,longitude,elevation,icao
CGK,Asia/Jakarta,GMT +7:00,7,Soekarno-Hatta International Airport,JKT,ID,-6.12389155,106.65658968644,29,WIII
MSW,Africa/Asmara,GMT +3:00,3,Massawa International,MSW,ER,15.603333,39.441113,26,HHMS
CGP,Asia/Dhaka,GMT +6:00,6,Shah Amanat International Airport,CGP,BD,22.2536779,91.8196816706635,32,VGEG
CHA,America/New_York,GMT -5:00,-5,Chattanooga Airport,CHA,US,35.03238355,-85.2016778878584,675,KCHA
CHL,America/Boise,GMT -7:00,-7,Challis,CHL,US,44.5240137,-114.217139452038,4816,KLLJ
CHR,Europe/Paris,GMT +1:00,1,Chateauroux,CHR,FR,46.816666,1.7,482,LFLX
CHS,America/New_York,GMT -5:00,-5,Charleston International Airport,CHS,US,32.89929845,-80.0394650305043,42,KCHS
CHV,Europe/Lisbon,GMT +0:00,0,Chaves,CHV,PT,41.733334,-7.466667,1151,LPCH
CHX,America/Panama,GMT -5:00,-5,Changuinola,CHX,PA,9.45,-82.45,0,MPCH
CIA,Europe/Rome,GMT +1:00,1,Ciampino-G. B. Pastine International Airport,ROM,IT,41.799065,12.590987,370,LIRA
CID,America/Chicago,GMT -6:00,-6,The Eastern Iowa Airport,CID,US,41.889423,-91.7003,898,KCID
CIE,Australia/Perth,GMT +8:00,8,Collie,CIE,AU,-33.36667,116.13333,666,YCOI
CII,Europe/Istanbul,GMT +3:00,3,Cildir,CII,TR,47.90278,-112.312225,4097,LTBD
CIJ,America/La_Paz,GMT -4:00,-4,E. Beltram Airport,CIJ,BO,-11.026389,-68.75278,603,SLCO
AKU,Asia/Shanghai,GMT +8:00,8,Aksu Airport,AKU,CN,41.2625,80.291667,3812,ZWAK
AKX,Asia/Aqtobe,GMT +5:00,5,Aktyubinsk Airport,AKX,KZ,50.249336,57.211403,715,UATT
ALA,Asia/Almaty,GMT +6:00,6,Almaty Airport,ALA,KZ,43.35568625,77.0425837894084,2240,UAAA
ALE,America/Chicago,GMT -6:00,-6,Alpine,ALE,US,30.416668,-103.75,5055,
ALL,Europe/Rome,GMT +1:00,1,Albenga,ALL,IT,44.05,8.216667,59,LIMG
ALP,Asia/Damascus,GMT +3:00,3,Nejrab,ALP,SY,36.185352,37.227074,1272,OSAP
ALQ,America/Sao_Paulo,GMT -3:00,-3,Federal,ALQ,BR,-29.799723,-55.763332,334,SSLT
AMD,Asia/Kolkata,GMT +5:00,5,Ahmedabad Airport,AMD,IN,23.0855562,72.6305442,209,VAAH
AMJ,America/Sao_Paulo,GMT -3:00,-3,Almenara,AMJ,BR,-16.183332,-40.683334,593,SNAR
AML,America/Panama,GMT -5:00,-5,Puerto Armuellas,AML,PA,8.266667,-82.86667,55,
AMS,Europe/Amsterdam,GMT +1:00,1,Amsterdam Airport Schiphol,AMS,NL,52.32697895,4.74150520002297,36,EHAM
AOS,America/Anchorage,GMT -9:00,-9,Amook,AOS,US,57.4705133,-153.8166725,9,AK81
JAV,America/Godthab,GMT -2:00,-2,Ilulissat Airport,JAV,GL,69.24366965,-51.0561190242049,49,BGJN
MSZ,Africa/Luanda,GMT +1:00,1,Yuri Gagarin Airport,MSZ,AO,-15.208611,12.160833,101,FNMO
MTA,Pacific/Auckland,GMT +13:00,13,Matamata,MTA,NZ,-37.816666,175.76666,187,NZMA
PCK,America/Anchorage,GMT -9:00,-9,Porcupine Creek,PCK,US,67.2385084,-150.2894811,1095,
CHB,Asia/Karachi,GMT +5:00,5,Chilas,CHB,PK,35.4266262,74.0862815,3750,OPCL
DCK,America/Anchorage,GMT -9:00,-9,Dahl Creek Airport,DCK,US,66.9441134,-156.9057329,219,DCK
CHC,Pacific/Auckland,GMT +13:00,13,Christchurch International Airport,CHC,NZ,-43.4847958,172.535754298983,42,NZCH
JON,Pacific/Johnston,GMT -10:00,-10,Johnston Island,JON,UM,16.72862225,-169.532612819176,0,
AMZ,Pacific/Auckland,GMT +13:00,13,Ardmore,AMZ,NZ,-37.033333,174.96666,62,NZAR
EGS,Atlantic/Reykjavik,GMT +0:00,0,Egilsstadir Airport,EGS,IS,65.28288915,-14.4019893840205,68,BIEG
CHF,Asia/Seoul,GMT +9:00,9,Jinhae,CHF,KR,35.141201,128.6959991,26,RKPE
CHG,Asia/Shanghai,GMT +8:00,8,Chaoyang Airport,CHG,CN,41.539062,120.434146509299,515,ZYCY
MGX,Africa/Libreville,GMT +1:00,1,Moabi,MGX,GA,-2.25,11,1059,FOGI
CIM,America/Bogota,GMT -5:00,-5,Cimitarra,CIM,CO,6.483333,-74.11667,410,SKCM
CIN,America/Chicago,GMT -6:00,-6,Carroll,CIN,US,42.066666,-94.86667,1266,KCIN
CIO,America/Asuncion,GMT -3:00,-3,MCAL Lopez,CIO,PY,-23.434444,-57.41833,252,SGCO
CIQ,America/Guatemala,GMT -6:00,-6,Chiquimula,CIQ,GT,14.85,-89.61667,2828,MGCQ
CIR,America/Chicago,GMT -6:00,-6,Cairo,CIR,US,37,-89.183334,291,KCIR
CIS,Pacific/Enderbury,GMT +13:00,13,Canton Island,CIS,KI,-2.833333,-171.66667,0,PCIS
KVU,Pacific/Fiji,GMT +12:00,12,Korolevu,KVU,FJ,-17.766666,178,0,
AHY,Indian/Antananarivo,GMT +3:00,3,Ambatolahy,AHY,MG,-20.0153265,45.5375864,314,
ANA,America/Los_Angeles,GMT -8:00,-8,John Wayne International,ANA,US,33.816666,-117.933334,121,HKOM
ANG,Europe/Paris,GMT +1:00,1,Brie-Champniers,ANG,FR,45.733334,0.216667,396,LFBU
ANL,Africa/Luanda,GMT +1:00,1,Andulo,ANL,AO,-11.25,17.25,4675,
ANU,America/Antigua,GMT -4:00,-4,V.C. Bird International Airport,ANU,AG,17.13578595,-61.7938192840826,42,TAPA
AOC,Europe/Berlin,GMT +1:00,1,Altenburg Nobitz,AOC,DE,50.98321195,12.5098632586669,662,EDAC
AOG,Asia/Shanghai,GMT +8:00,8,Anshan Teng'ao Airport,AOG,CN,41.166668,123.03333,82,ZYAS
ARZ,Africa/Luanda,GMT +1:00,1,N'zeto,ARZ,AO,-7.5,13.5,846,FNZE
AUI,Pacific/Port_Moresby,GMT +10:00,10,Aua Island,AUI,PG,-1.4610532,143.064471338785,16,AYND
BMZ,Pacific/Port_Moresby,GMT +10:00,10,Bamu,BMZ,PG,-7.8469898,143.241453981708,26,AYBF
CIT,Asia/Almaty,GMT +6:00,6,Shymkent Airport,CIT,KZ,42.3,69.6,1699,UAII
CIX,America/Lima,GMT -5:00,-5,Cornel Ruiz Airport,CIX,PE,-6.789722,-79.83222,52,SPHI
CIZ,America/Manaus,GMT -4:00,-4,Coari,CIZ,BR,-4.083333,-63.13333,95,SWKO
CJA,America/Lima,GMT -5:00,-5,Cajamarca Airport,CJA,PE,-7.13845645,-78.4898364473235,8828,SPJR
MTB,America/Bogota,GMT -5:00,-5,Monte Libano,MTB,CO,8.066667,-75.46667,213,SKML
MTC,America/Detroit,GMT -5:00,-5,Selfridge ANGB,MTC,US,42.583332,-82.88333,623,KMTC
MTE,America/Santarem,GMT -3:00,-3,Monte Alegre,MTE,BR,-1.983333,-54.066666,183,SNMA
MTG,America/Cuiaba,GMT -4:00,-4,Mato Grosso,MTG,BR,-14,-55,1423,SWVB
FOU,Africa/Libreville,GMT +1:00,1,Fougamou,FOU,GA,-1.2,10.783333,931,FOGF
GEO,America/Guyana,GMT -4:00,-4,Cheddi Jagan International Airport,GEO,GY,6.4982488,-58.2559277945896,65,SYCJ
IGE,Africa/Libreville,GMT +1:00,1,Iguela,IGE,GA,-1.916667,9.316667,22,FOOI
BPY,Indian/Antananarivo,GMT +3:00,3,Besalampy,BPY,MG,-16.7452789,44.4803872,108,FMNQ
MTI,Atlantic/Cape_Verde,GMT -1:00,-1,Mosteiros,MTI,CV,15,-24.433332,1660,GVMT
MTL,Australia/Sydney,GMT +11:00,11,Maitland,MTL,AU,-32.733334,151.55,36,YMND
RLK,Asia/Shanghai,GMT +8:00,8,Bayannur Tianjitai Airport,RLK,CN,40.9283117,107.734473359461,3362,ZBYZ
NNB,Pacific/Guadalcanal,GMT +11:00,11,Santa Ana Airport,NNB,SB,-10.833333,162.5,0,AGGT
WBD,Indian/Antananarivo,GMT +3:00,3,Befandriana,WBD,MG,-15.2074248,48.4824574,839,FMNF
RVA,Indian/Antananarivo,GMT +3:00,3,Farafangana,RVA,MG,-22.8051728,47.8230452343973,32,FMSG
BMD,Indian/Antananarivo,GMT +3:00,3,Belo,BMD,MG,-20.733334,44.05,29,FMML
RVC,Africa/Monrovia,GMT +0:00,0,Rivercess,RVC,LR,5.4725436,-9.585146,32,
RVH,Europe/Moscow,GMT +3:00,3,Rzhevka,LED,RU,59.9792581,30.5784402856818,68,ULSS
CJB,Asia/Kolkata,GMT +5:00,5,Coimbatore International Airport,CJB,IN,11.0312326,77.0416982945065,1315,VOCB
CJC,America/Santiago,GMT -3:00,-3,El Loa Airport,CJC,CL,-22.495085,-68.90843,7493,SCCF
APB,America/La_Paz,GMT -4:00,-4,Apolo,APB,BO,-14.716667,-68.51667,5282,SLAP
MNT,America/Anchorage,GMT -9:00,-9,Minto,MNT,US,64.895,-149.17084,331,
CJD,America/Bogota,GMT -5:00,-5,Candilejas,CJD,CO,1.333333,-74.26667,734,
KMA,Pacific/Port_Moresby,GMT +10:00,10,Kerema,KMA,PG,-7.9632785,145.77134686531,10,AYKM
MTN,America/New_York,GMT -5:00,-5,Glenn L Martin,BWI,US,39.321667,-76.41167,26,KMTN
CJJ,Asia/Seoul,GMT +9:00,9,Cheongju Airport,CJJ,KR,36.7155563,127.497464274791,180,RKTU
CJL,Asia/Karachi,GMT +5:00,5,Chitral,CJL,PK,35.8877664,71.8007374456879,4875,OPCH
CKB,America/New_York,GMT -5:00,-5,Benedum Airport,CKB,US,39.295555,-80.22945,1148,KCKB
MVL,America/New_York,GMT -5:00,-5,Morrisville-Stowe,MVL,US,44.53400725,-72.6142079011875,669,KMVL
CKC,Europe/Kiev,GMT +2:00,2,Cherkassy,CKC,UA,49.416668,32,380,UKKE
CKG,Asia/Shanghai,GMT +8:00,8,Chongqing Jiangbei International Airport,CKG,CN,29.72606975,106.649830633079,1328,ZUCK
CKH,Asia/Srednekolymsk,GMT +11:00,11,Chokurdah Airport,CKH,RU,70.63333,147.88333,65,UESO
CKK,America/Chicago,GMT -6:00,-6,Cherokee,CKK,US,36.5,-91.86667,853,KCVK
CKL,Europe/Moscow,GMT +3:00,3,Chkalovsky,CKL,RU,55.88121275,38.0529311369551,469,UUMU
CKM,America/Chicago,GMT -6:00,-6,Fletcher Field,CKM,US,34.2,-90.583336,167,KCKM
APG,America/New_York,GMT -5:00,-5,Phillips AAF,APG,US,39.5,-76.166664,72,KAPG
APH,America/New_York,GMT -5:00,-5,Camp A P Hill,APH,US,38.05,-77.35,173,KAPH
MUI,America/New_York,GMT -5:00,-5,Muir AAF,MUI,US,40.447582,-76.59661,961,KMUI
APO,America/Bogota,GMT -5:00,-5,Apartado Airport,APO,CO,7.817678,-76.71766,72,SKLC
APQ,America/Maceio,GMT -3:00,-3,Arapiraca,APQ,BR,-9.7765662,-36.6298499854761,839,SNAL
APS,America/Sao_Paulo,GMT -3:00,-3,Anapolis,APS,BR,-16.333332,-48.966667,3280,SWNS
APT,America/Chicago,GMT -6:00,-6,Marion County,APT,US,35.066666,-85.5,1637,KAPT
APV,America/Los_Angeles,GMT -8:00,-8,Apple Valley,APV,US,34.52639,-117.212776,2910,KAPV
APX,America/Sao_Paulo,GMT -3:00,-3,Arapongas,APX,BR,-23.483334,-51.466667,2309,SSOG
APY,America/Fortaleza,GMT -3:00,-3,Alto Parnaiba,APY,BR,-9.133333,-45.933334,941,SNAI
APZ,America/Argentina/Salta,GMT -3:00,-3,Zapala,APZ,AR,-38.916668,-70.083336,3339,SAHZ
AQA,America/Sao_Paulo,GMT -3:00,-3,Araraquara,AQA,BR,-21.816668,-48.13333,2322,SBAQ
AQB,America/Guatemala,GMT -6:00,-6,Quiche Airport,AQB,GT,15.01,-91.15,6620,MGQC
CKN,America/Chicago,GMT -6:00,-6,Municipal,CKN,US,47.783333,-96.61667,816,KCKN
CKO,America/Sao_Paulo,GMT -3:00,-3,Cornelio Procopio,CKO,BR,-23.116667,-50.666668,1653,SSCP
CKT,Asia/Tehran,GMT +3:00,3,Sarakhs,CKT,IR,36.5062305,61.0591504636979,905,OIMC
TCJ,Pacific/Port_Moresby,GMT +10:00,10,Torembi Airport,TCJ,PG,-4.016667,143.13333,90,AYVM
AMO,Africa/Ndjamena,GMT +1:00,1,Mao,AMO,TD,14.116667,15.316667,1049,FTTU
APL,Africa/Maputo,GMT +2:00,2,Nampula Airport,APL,MZ,-15.101667,39.287224,1338,FQNP
ARB,America/Detroit,GMT -5:00,-5,Municipal,ARB,US,42.3,-83.75,905,KARB
CKU,America/Anchorage,GMT -9:00,-9,City,CDV,US,60.55,-145.75,374,CKU
CKW,Australia/Perth,GMT +8:00,8,Christmas Creek Mine,CKW,AU,52.430557,-108.74722,2175,YCHK
CKY,Africa/Conakry,GMT +0:00,0,Conakry Airport,CKY,GN,9.57655125,-13.6130757551883,91,GUCY
MPM,Africa/Maputo,GMT +2:00,2,Maputo International Airport,MPM,MZ,-25.9063936,32.5826437934134,78,FQMA
CKZ,Europe/Istanbul,GMT +3:00,3,Canakkale Airport,CKZ,TR,40.13450605,26.429690386094,22,LTBH
MUJ,Africa/Addis_Ababa,GMT +3:00,3,Mui,MUJ,ET,6.333333,35,2355,HAMR
SAQ,America/Nassau,GMT -5:00,-5,San Andros,SAQ,BS,25.0557121,-78.0541161945816,36,MYAN
CLD,America/Los_Angeles,GMT -8:00,-8,McClellan-Palomar Airport,SAN,US,33.12754605,-117.281400145984,291,KCRQ
CLG,America/Los_Angeles,GMT -8:00,-8,Coalinga,CLG,US,36.15,-120.35,659,
CLH,Australia/Sydney,GMT +11:00,11,Coolah,CLH,AU,-31.833332,149.7,1637,YCAH
CLI,America/Chicago,GMT -6:00,-6,Clintonville,CLI,US,42.566666,-88.86667,958,KCLI
CLK,America/Chicago,GMT -6:00,-6,Municipal,CSM,US,35.538055,-98.9325,1624,KCLK
CLM,America/Los_Angeles,GMT -8:00,-8,Fairchild International,CLM,US,48.121883,-123.49511,226,KCLM
CLN,America/Fortaleza,GMT -3:00,-3,Carolina,CLN,BR,-7.333333,-47.45,587,SBCI
CLO,America/Bogota,GMT -5:00,-5,Alfonso B. Aragon Airport,CLO,CO,3.543056,-76.381386,3067,SKCL
ARD,Asia/Makassar,GMT +8:00,8,Alor Island Airport,ARD,ID,-8.683333,124.53333,0,WATM
ARG,America/Chicago,GMT -6:00,-6,Walnut Ridge,ARG,US,36.066666,-90.95,249,KARG
ARJ,Asia/Jayapura,GMT +9:00,9,Arso,ARJ,ID,-2.933333,140.78334,216,WAJA
ARO,America/Bogota,GMT -5:00,-5,Arboletas,ARO,CO,8.85,-76.433334,29,
ARR,America/Argentina/Catamarca,GMT -3:00,-3,Alto Rio Senguerr,ARR,AR,-45.033333,-70.833336,2299,SAVR
ART,America/New_York,GMT -5:00,-5,Watertown Airport,ART,US,43.990833,-76.021385,275,KART
ARV,America/Chicago,GMT -6:00,-6,Noble F. Lee,ARV,US,45.924168,-89.73222,1614,KARV
ARW,Europe/Bucharest,GMT +2:00,2,Arad,ARW,RO,46.183334,21.266666,357,LRAR
ARX,America/New_York,GMT -5:00,-5,Asbury Park,ARX,US,40.216667,-74.1,88,SBAC
ASF,Europe/Volgograd,GMT +3:00,3,Astrakhan Airport,ASF,RU,46.28016705,48.0189071533792,-78,URWA
ASS,Africa/Johannesburg,GMT +2:00,2,Arathusa Safari Lodge,ASS,ZA,-24.7410105,31.5185186,1299,FAAR
CLQ,America/Mexico_City,GMT -6:00,-6,Colima Airport,CLQ,MX,19.3,-103.65,2378,MMIA
CLR,America/Los_Angeles,GMT -8:00,-8,Calipatria,CLR,US,33.12804795,-115.523409301609,-196,KCLR
FRK,Indian/Mahe,GMT +4:00,4,Fregate Island,FRK,SC,-4.583333,55.966667,0,FSSF
FSL,Australia/Perth,GMT +8:00,8,Fossil Downs,FSL,AU,-18.2,125.8,383,
GSL,America/Yellowknife,GMT -7:00,-7,Taltheilei Narrows,GSL,CA,62.598879,-111.5390293,515,CFA7
SDK,Asia/Kuching,GMT +8:00,8,Sandakan Airport,SDK,MY,5.89988395,118.058120260989,49,WBKS
AEB,Asia/Shanghai,GMT +8:00,8,Youjiang,AEB,CN,23.72020895,106.960971409612,452,ZGBS
YSX,America/Vancouver,GMT -8:00,-8,Shearwater,YSX,CA,52.13333,-128.06667,0,CAW8
LSJ,Pacific/Port_Moresby,GMT +10:00,10,Long Island,LSJ,PG,-5.333333,147.08333,708,AYLX
MUL,America/New_York,GMT -5:00,-5,Spence,MGR,US,31.183332,-83.78333,291,
MVQ,Europe/Minsk,GMT +3:00,3,Mogilev,MVQ,BY,53.9550796,30.0960486615373,580,UMOO
MUO,America/Boise,GMT -7:00,-7,Mountain Home AFB,MUO,US,43.13333,-115.683334,3143,KMUO
MUU,America/New_York,GMT -5:00,-5,Mount Union,MUU,US,40.38333,-77.88333,613,
CLS,America/Los_Angeles,GMT -8:00,-8,Centralia,CLS,US,46.67389,-122.98111,111,KCLS
CLU,America/Indiana/Indianapolis,GMT -5:00,-5,Columbus Municipal,CLU,US,39.216667,-85.916664,616,KBAK
CLV,America/Sao_Paulo,GMT -3:00,-3,Caldas Novas,CLV,BR,-17.7247899,-48.6081742294032,2276,SBCN
CLW,America/New_York,GMT -5:00,-5,Executive,CLW,US,27.976667,-82.75861,55,KCLW
CLX,America/Argentina/Cordoba,GMT -3:00,-3,Clorinda,CLX,AR,-25.333332,-57.666668,164,SATC
CLY,Europe/Paris,GMT +1:00,1,Sainte Catherine Airport,CLY,FR,42.52778,8.791667,104,LFKC
CLZ,America/Caracas,GMT -4:00,-4,Calabozo,CLZ,VE,8.92472605,-67.4138170805061,347,SVCL
CMC,America/Fortaleza,GMT -3:00,-3,Camocim,CMC,BR,-2.89492665,-40.8583664918257,13,SNWC
CMD,Australia/Sydney,GMT +11:00,11,Cootamundra,CMD,AU,-34.6289957,148.0349871,1076,YCTM
CME,America/Merida,GMT -6:00,-6,Ciudad Del Carmen Airport,CME,MX,18.6517384,-91.8004627207191,39,MMCE
CMF,Europe/Paris,GMT +1:00,1,Chambery,CMF,FR,45.6352153,5.88180339311689,708,LFLB
CMH,America/New_York,GMT -5:00,-5,John Glenn Columbus International Airport,CMH,US,39.99705605,-82.8930406148435,803,KCMH
MUW,Africa/Algiers,GMT +1:00,1,Mascara-Ghriss,MUW,DZ,35.333332,0.15,1509,DAOV
AMP,Indian/Antananarivo,GMT +3:00,3,Ampanihy,AMP,MG,-24.6996994,44.7341995,725,FMSY
ASL,America/Chicago,GMT -6:00,-6,Harrison County,ASL,US,32.55,-94.38333,469,KASL
ASN,America/Chicago,GMT -6:00,-6,Talladega,ASN,US,33.433334,-86.1,557,KASN
ASX,America/Chicago,GMT -6:00,-6,Ashland,ASX,US,46.55,-90.916664,793,KASX
ASY,America/Chicago,GMT -6:00,-6,Ashley,ASY,US,46.033333,-99.36667,1984,KASY
ATG,Asia/Karachi,GMT +5:00,5,Attock,ATG,PK,33.9,72.25,872,OPMS
ATI,America/Montevideo,GMT -3:00,-3,Artigas,ATI,UY,-30.4,-56.50833,416,SUAG
ATJ,Indian/Antananarivo,GMT +3:00,3,Antsirabe,ATJ,MG,-19.85,47.016666,4868,FMME
ATM,America/Santarem,GMT -3:00,-3,Altamira Airport,ATM,BR,-3.2,-52.216667,321,SBHT
ATO,America/New_York,GMT -5:00,-5,Ohio University,ATO,US,39.333332,-82.1,721,KUNI
ATX,Asia/Almaty,GMT +6:00,6,Atbasar,ATX,KZ,51.8517097,68.3655586,997,
BFO,Africa/Harare,GMT +2:00,2,Buffalo Range,BFO,ZW,-21.009167,31.579166,1437,FVCZ
GHA,Africa/Algiers,GMT +1:00,1,Noumerate Airport,GHA,DZ,32.3857188,3.79430647052823,1427,DAUG
MUY,Africa/Brazzaville,GMT +1:00,1,Mouyondzi,MUY,CG,-3.983333,13.919444,1660,FCBM
MVA,Atlantic/Reykjavik,GMT +0:00,0,Reykiahlid,MVA,IS,65.61667,-16.966667,859,BIRL
MVB,Africa/Libreville,GMT +1:00,1,Franceville/Mvengue,MVB,GA,-1.65,13.433333,1404,FOON
MVC,America/Chicago,GMT -6:00,-6,Monroe - Walton County,MVC,US,31.516666,-87.333336,410,KMVC
MTP,America/New_York,GMT -5:00,-5,Montauk Airport,MTP,US,41.0761753,-71.9216252239688,49,KMTP
CPV,America/Fortaleza,GMT -3:00,-3,Joao Suassuna Airport,CPV,BR,-7.27016065,-35.8960969958179,1561,SBKG
ANJ,Africa/Brazzaville,GMT +1:00,1,Zanaga,ANJ,CG,-2.8474064,13.8214267,1863,FCBZ
NUT,Pacific/Port_Moresby,GMT +10:00,10,Nutuve,NUT,PG,-5.633333,151.38333,734,
CRW,America/New_York,GMT -5:00,-5,Yeager Airport,CRW,US,38.37294755,-81.5942197333228,944,KCRW
YVC,America/Regina,GMT -6:00,-6,La Ronge,YVC,CA,55.083332,-105.333336,1242,CYVC
LWI,Pacific/Port_Moresby,GMT +10:00,10,Lowai,LWI,PG,-6.316667,146.58333,3362,AYLO
LIX,Africa/Blantyre,GMT +2:00,2,Likoma,LIX,MW,-12.07947195,34.7363078561698,1600,FWLK
MVF,America/Fortaleza,GMT -3:00,-3,Dixsept Rosado,MVF,BR,-5.166667,-37.25,78,SBMS
MVG,Africa/Libreville,GMT +1:00,1,Mevang,MVG,GA,0.116667,11.083333,1102,
MVH,Australia/Sydney,GMT +11:00,11,Macksville,MVH,AU,-30.75,152.9,29,
MTR,America/Bogota,GMT -5:00,-5,Los Garzones Airport,MTR,CO,8.82368475,-75.8248983533496,39,SKMR
MVJ,America/Jamaica,GMT -5:00,-5,Marlboro,MVJ,JM,18.021667,-77.49528,2109,
MUE,Pacific/Honolulu,GMT -10:00,-10,Kamuela,MUE,US,20.00264195,-155.666346405231,2687,PHMU
CSI,Australia/Sydney,GMT +11:00,11,Casino,CSI,AU,-28.88072745,153.05894080671,68,YCAS
MVM,America/Shiprock,GMT -7:00,-7,Monument Valley,MVM,US,36.702778,-110.23333,5718,
MUN,America/Caracas,GMT -4:00,-4,Jose Tadeo Monagas International Airport,MUN,VE,9.7497702,-63.1547084286592,164,SVMT
MVO,Africa/Ndjamena,GMT +1:00,1,Mongo,MVO,TD,12.2,18.783333,1407,FTTM
SIO,Australia/Hobart,GMT +11:00,11,Smithton,SIO,AU,-40.834324,145.0850648,29,YSMI
CTP,America/Fortaleza,GMT -3:00,-3,Carutapera,CTP,BR,-1.250278,-46.0172234,95,SNCP
GSJ,America/Guatemala,GMT -6:00,-6,Puerto San Jose,GSJ,GT,13.93653185,-90.8329920251878,26,MGSJ
GUQ,America/Caracas,GMT -4:00,-4,Guanare,GUQ,VE,9.02806755,-69.7543635606997,531,SVGU
GWD,Asia/Karachi,GMT +5:00,5,Gwadar Airport,GWD,PK,25.2323386,62.328526848026,26,OPGD
AUG,America/New_York,GMT -5:00,-5,Augusta Airport,AUG,US,44.318054,-69.79667,314,KAUG
AUM,America/Chicago,GMT -6:00,-6,Austin,AUM,US,43.666668,-92.98333,1236,KAUM
AUN,America/Los_Angeles,GMT -8:00,-8,Auburn,AUN,US,38.9,-121.066666,1338,KAUN
AUO,America/Chicago,GMT -6:00,-6,Auburn-Opelika,AUO,US,32.63333,-85.5,636,KAUO
AUR,Europe/Paris,GMT +1:00,1,Aurillac Airport,AUR,FR,44.8975,2.418056,2073,LFLW
AUX,America/Araguaina,GMT -3:00,-3,Araguaina Airport,AUX,BR,-7.2,-48.2,810,SWGN
AVA,Asia/Chongqing,GMT +8:00,8,An Shun/Huang Guo Shu Airport,AVA,CN,26.257221,105.87278,4832,ZUAS
CMK,Africa/Blantyre,GMT +2:00,2,Club Makokola,CMK,MW,-14.3,35.05,1998,FWCM
CMN,Africa/Casablanca,GMT +1:00,1,Mohamed V International Airport,CAS,MA,33.36667,-7.586667,613,GMMN
CMP,America/Belem,GMT -3:00,-3,Campo Alegre,CMP,BR,-9.8,-36.35,587,SNKE
CMR,Europe/Paris,GMT +1:00,1,Colmar-houssen,CMR,FR,48.10875115,7.35945156291073,603,LFGA
CMT,America/Belem,GMT -3:00,-3,Cameta,CMT,BR,-2.2,-49.5,32,
CMW,America/Havana,GMT -5:00,-5,Ign Agramonte International Airport,CMW,CU,21.418612,-77.849724,400,MUCM
CNA,America/Hermosillo,GMT -7:00,-7,Cananea,CNA,MX,31,-110.333336,5495,MMCA
BRJ,Australia/Melbourne,GMT +11:00,11,Bright,BRJ,AU,-36.7,146.93333,944,
CND,Europe/Bucharest,GMT +2:00,2,Kogalniceanu Airport,CND,RO,44.3644284,28.4864508300613,308,LRCK
GWL,Asia/Kolkata,GMT +5:00,5,Gwalior Airport,GWL,IN,26.2972939,78.2227818888862,574,VIGR
GWO,America/Chicago,GMT -6:00,-6,Leflore,GWO,US,33.4945655,-90.0861945,127,KGWO
GZP,Europe/Istanbul,GMT +3:00,3,Gazipasa Airport,GZP,TR,36.29880585,32.2971821471355,59,LTFG
GZT,Europe/Istanbul,GMT +3:00,3,Gaziantep Airport,GZT,TR,36.9479318,37.4731930811974,2250,LTAJ
HAQ,Indian/Maldives,GMT +5:00,5,Hanimaadhoo Airport,HAQ,MV,6.74674065,73.1692627139124,22,VRMH
SPG,America/New_York,GMT -5:00,-5,Whitted,SPG,US,27.76423345,-82.6288756040686,13,KSPG
WDN,America/Los_Angeles,GMT -8:00,-8,Waldron Island,WDN,US,48.71244645,-123.018645726663,101,90WA
XMP,America/Whitehorse,GMT -7:00,-7,Macmillan Pass,XMP,CA,62.86667,-135.91667,1758,CFC4
AXG,America/Chicago,GMT -6:00,-6,Algona,AXG,US,43.0778426,-94.2714143,1141,KAXA
GOT,Europe/Stockholm,GMT +1:00,1,Goteborg Landvetter Airport,GOT,SE,57.66241475,12.2877630012367,475,ESGG
XCL,America/Regina,GMT -6:00,-6,Cluff Lake,XCL,CA,59,-107,1112,CJS3
GOY,Asia/Colombo,GMT +5:00,5,Amparai,GOY,LK,7.3385247,81.625224246467,144,
HDN,America/Denver,GMT -7:00,-7,Yampa Valley Airport,HDN,US,40.4844693,-107.220936,6584,KHDN
HDY,Asia/Bangkok,GMT +7:00,7,Hat Yai International Airport,HDY,TH,6.9353952,100.3937098,104,VTSS
YWK,America/Goose_Bay,GMT -4:00,-4,Wabush Airport,YWK,CA,52.92290375,-66.8659075799697,1808,CYWK
HEA,Asia/Kabul,GMT +4:00,4,Herat International Airport,HEA,AF,34.2065784,62.2277694006717,3139,OAHR
HER,Europe/Athens,GMT +2:00,2,Heraklion Airport,HER,GR,35.3363305,25.1742268,101,LGIR
HYV,Europe/Helsinki,GMT +2:00,2,Hyvinkaa,HYV,FI,60.6531076,24.8818934,410,EFHV
HZB,Europe/Paris,GMT +1:00,1,Merville/Calonne,HZB,FR,50.61904975,2.64407120811693,39,LFQT
MUT,America/Chicago,GMT -6:00,-6,Muscatine,MUT,US,41.3664204,-91.1456309526054,531,KMUT
MUX,Asia/Karachi,GMT +5:00,5,Multan Airport,MUX,PK,30.2071105,71.4199775976122,252,OPMT
MUZ,Africa/Dar_es_Salaam,GMT +3:00,3,Musoma Airport,MUZ,TZ,-1.50286265,33.8017807421736,3795,HTMU
AWM,America/Chicago,GMT -6:00,-6,Municipal,AWM,US,35.13333,-90.183334,193,KAWM
AXM,America/Bogota,GMT -5:00,-5,El Eden Airport,AXM,CO,4.452869,-75.76804,4012,SKAR
